ccode2,year,session.x,ccode1,agree,IdealPointAll.x,NVotesAll.x,IdealPointAll.y,NVotesAll.y,IdealPointDistance,country,un_continent,un_region,regime
115,2003,58,710,0.94047619047619,-0.9501601,75,-0.5461513,72,0.4040088,Suriname,Americas,South America,Democracy
115,2004,59,710,0.933734939759036,-0.831006,71,-0.6512729,70,0.1797331,Suriname,Americas,South America,Democracy
115,2005,60,710,0.951807228915663,-0.7416621,74,-0.6240389,71,0.1176232,Suriname,Americas,South America,Democracy
115,2006,61,710,0.939252336448598,-0.8871786,90,-0.6588273,91,0.2283513,Suriname,Americas,South America,Democracy
115,2007,62,710,0.949367088607595,-0.6300299,78,-0.6310682,70,0.00103829999999994,Suriname,Americas,South America,Democracy
115,2008,63,710,0.919753086419753,-0.6653521,74,-0.5325909,68,0.1327612,Suriname,Americas,South America,Democracy
115,2009,64,710,0.949367088607595,-0.6438248,68,-0.6276318,64,0.016193,Suriname,Americas,South America,Democracy
115,2010,65,710,0.920289855072464,-0.8758027,67,-0.7116563,51,0.1641464,Suriname,Americas,South America,Democracy
115,2011,66,710,0.901408450704225,-0.744689,68,-0.832406,48,0.0877169999999999,Suriname,Americas,South America,Democracy
115,2012,67,710,0.909090909090909,-0.8695528,67,-0.6642399,65,0.2053129,Suriname,Americas,South America,Democracy
130,2000,55,710,0.888157894736842,-0.7520626,67,-0.3710392,67,0.3810234,Ecuador,Americas,South America,Military
130,2001,56,710,0.90625,-0.5598295,68,-0.3309944,68,0.2288351,Ecuador,Americas,South America,Military
130,2002,57,710,0.803030303030303,-0.5309098,72,-0.2651058,74,0.265804,Ecuador,Americas,South America,Military
130,2003,58,710,0.916666666666667,-0.9501601,75,-0.4215859,75,0.5285742,Ecuador,Americas,South America,Democracy
130,2004,59,710,0.928571428571429,-0.831006,71,-0.3670632,71,0.4639428,Ecuador,Americas,South America,Democracy
130,2005,60,710,0.88265306122449,-0.7416621,74,-0.2357226,74,0.5059395,Ecuador,Americas,South America,Democracy
130,2006,61,710,0.894495412844037,-0.8871786,90,-0.2495947,92,0.6375839,Ecuador,Americas,South America,Democracy
130,2007,62,710,0.918478260869565,-0.6300299,78,-0.3874768,79,0.2425531,Ecuador,Americas,South America,Democracy
130,2008,63,710,0.891304347826087,-0.6653521,74,-0.4636652,74,0.2016869,Ecuador,Americas,South America,Democracy
130,2009,64,710,0.933734939759036,-0.6438248,68,-0.7090015,67,0.0651767,Ecuador,Americas,South America,Democracy
130,2010,65,710,0.902298850574713,-0.8758027,67,-0.6436469,68,0.2321558,Ecuador,Americas,South America,Democracy
130,2011,66,710,0.889473684210526,-0.744689,68,-1.602051,68,0.857362,Ecuador,Americas,South America,Democracy
130,2012,67,710,0.917647058823529,-0.8695528,67,-1.214108,69,0.3445552,Ecuador,Americas,South America,Democracy
135,2000,55,710,0.855263157894737,-0.7520626,67,0.01500395,67,0.76706655,Peru,Americas,South America,Multiparty
135,2001,56,710,0.865853658536585,-0.5598295,68,0.01365927,69,0.57348877,Peru,Americas,South America,Democracy
135,2002,57,710,0.782828282828283,-0.5309098,72,0.04319539,73,0.57410519,Peru,Americas,South America,Democracy
135,2003,58,710,0.866666666666667,-0.9501601,75,0.03424156,76,0.98440166,Peru,Americas,South America,Democracy
135,2004,59,710,0.851190476190476,-0.831006,71,0.1115447,71,0.9425507,Peru,Americas,South America,Democracy
135,2005,60,710,0.877551020408163,-0.7416621,74,-0.04992294,75,0.69173916,Peru,Americas,South America,Democracy
135,2006,61,710,0.862385321100917,-0.8871786,90,-0.01405594,92,0.87312266,Peru,Americas,South America,Democracy
135,2007,62,710,0.879120879120879,-0.6300299,78,0.01780572,78,0.64783562,Peru,Americas,South America,Democracy
135,2008,63,710,0.798913043478261,-0.6653521,74,0.004252619,74,0.669604719,Peru,Americas,South America,Democracy
135,2009,64,710,0.894117647058824,-0.6438248,68,-0.05598935,68,0.58783545,Peru,Americas,South America,Democracy
135,2010,65,710,0.879310344827586,-0.8758027,67,-0.07947724,68,0.79632546,Peru,Americas,South America,Democracy
135,2011,66,710,0.867021276595745,-0.744689,68,-0.04086355,68,0.70382545,Peru,Americas,South America,Democracy
135,2012,67,710,0.843023255813954,-0.8695528,67,-0.0853339,69,0.7842189,Peru,Americas,South America,Democracy
140,2000,55,710,0.868421052631579,-0.7520626,67,0.04569978,67,0.79776238,Brazil,Americas,South America,Democracy
140,2001,56,710,0.896341463414634,-0.5598295,68,0.012471,69,0.5723005,Brazil,Americas,South America,Democracy
140,2002,57,710,0.811881188118812,-0.5309098,72,0.02002457,75,0.55093437,Brazil,Americas,South America,Democracy
140,2003,58,710,0.906593406593407,-0.9501601,75,-0.04937009,76,0.90079001,Brazil,Americas,South America,Democracy
140,2004,59,710,0.9,-0.831006,71,-0.0639103,72,0.7670957,Brazil,Americas,South America,Democracy
140,2005,60,710,0.893939393939394,-0.7416621,74,-0.1357769,75,0.6058852,Brazil,Americas,South America,Democracy
140,2006,61,710,0.885321100917431,-0.8871786,90,-0.1150616,92,0.772117,Brazil,Americas,South America,Democracy
140,2007,62,710,0.901098901098901,-0.6300299,78,-0.1943357,78,0.4356942,Brazil,Americas,South America,Democracy
140,2008,63,710,0.851063829787234,-0.6653521,74,-0.2053966,76,0.4599555,Brazil,Americas,South America,Democracy
140,2009,64,710,0.933734939759036,-0.6438248,68,-0.3562321,67,0.2875927,Brazil,Americas,South America,Democracy
140,2010,65,710,0.913793103448276,-0.8758027,67,-0.466047,68,0.4097557,Brazil,Americas,South America,Democracy
140,2011,66,710,0.91578947368421,-0.744689,68,-0.5409575,68,0.2037315,Brazil,Americas,South America,Democracy
140,2012,67,710,0.877906976744186,-0.8695528,67,-0.5786176,69,0.2909352,Brazil,Americas,South America,Democracy
145,2000,55,710,0.868421052631579,-0.7520626,67,-0.1215117,67,0.6305509,Bolivia,Americas,South America,Democracy
145,2001,56,710,0.902439024390244,-0.5598295,68,-0.1630705,69,0.396759,Bolivia,Americas,South America,Democracy
145,2002,57,710,0.801980198019802,-0.5309098,72,-0.1623457,75,0.3685641,Bolivia,Americas,South America,Democracy
145,2003,58,710,0.9,-0.9501601,75,-0.1729184,75,0.7772417,Bolivia,Americas,South America,Democracy
145,2004,59,710,0.875,-0.831006,71,-0.1619978,71,0.6690082,Bolivia,Americas,South America,Democracy
145,2005,60,710,0.881720430107527,-0.7416621,74,-0.1563975,70,0.5852646,Bolivia,Americas,South America,Democracy
145,2006,61,710,0.906862745098039,-0.8871786,90,-0.2872255,87,0.5999531,Bolivia,Americas,South America,Democracy
145,2007,62,710,0.943661971830986,-0.6300299,78,-0.4500658,62,0.1799641,Bolivia,Americas,South America,Democracy
145,2008,63,710,0.906593406593407,-0.6653521,74,-0.5080501,74,0.157302,Bolivia,Americas,South America,Democracy
145,2009,64,710,0.95625,-0.6438248,68,-0.8040963,64,0.1602715,Bolivia,Americas,South America,Democracy
145,2010,65,710,0.91566265060241,-0.8758027,67,-0.9214143,64,0.0456116,Bolivia,Americas,South America,Democracy
145,2011,66,710,0.868421052631579,-0.744689,68,-1.357198,68,0.612509,Bolivia,Americas,South America,Democracy
145,2012,67,710,0.906976744186046,-0.8695528,67,-1.596817,69,0.7272642,Bolivia,Americas,South America,Democracy
150,2000,55,710,0.851351351351351,-0.7520626,67,0.1221854,66,0.874248,Paraguay,Americas,South America,Democracy
150,2001,56,710,0.854430379746835,-0.5598295,68,0.1914382,66,0.7512677,Paraguay,Americas,South America,Democracy
150,2002,57,710,0.806930693069307,-0.5309098,72,-0.02700093,75,0.50390887,Paraguay,Americas,South America,Democracy
150,2003,58,710,0.898876404494382,-0.9501601,75,-0.06220711,75,0.88795299,Paraguay,Americas,South America,Democracy
150,2004,59,710,0.867469879518072,-0.831006,71,-0.01447806,69,0.81652794,Paraguay,Americas,South America,Democracy
150,2005,60,710,0.889473684210526,-0.7416621,74,-0.0967787,71,0.6448834,Paraguay,Americas,South America,Democracy
150,2006,61,710,0.889908256880734,-0.8871786,90,-0.1309688,92,0.7562098,Paraguay,Americas,South America,Democracy
150,2007,62,710,0.884615384615385,-0.6300299,78,-0.1058398,69,0.5241901,Paraguay,Americas,South America,Democracy
150,2008,63,710,0.844086021505376,-0.6653521,74,-0.2341446,75,0.4312075,Paraguay,Americas,South America,Democracy
150,2009,64,710,0.917721518987342,-0.6438248,68,-0.3274413,65,0.3163835,Paraguay,Americas,South America,Democracy
150,2010,65,710,0.897590361445783,-0.8758027,67,-0.3632768,65,0.5125259,Paraguay,Americas,South America,Democracy
150,2011,66,710,0.901098901098901,-0.744689,68,-0.3537314,65,0.3909576,Paraguay,Americas,South America,Democracy
150,2012,67,710,0.867088607594937,-0.8695528,67,-0.1988628,66,0.67069,Paraguay,Americas,South America,Democracy
155,2000,55,710,0.861842105263158,-0.7520626,67,-0.02054587,67,0.73151673,Chile,Americas,South America,Democracy
155,2001,56,710,0.839506172839506,-0.5598295,68,0.1608715,68,0.720701,Chile,Americas,South America,Democracy
155,2002,57,710,0.797029702970297,-0.5309098,72,-0.07352578,75,0.45738402,Chile,Americas,South America,Democracy
155,2003,58,710,0.879120879120879,-0.9501601,75,-0.02528672,76,0.92487338,Chile,Americas,South America,Democracy
155,2004,59,710,0.831325301204819,-0.831006,71,0.1142227,70,0.9452287,Chile,Americas,South America,Democracy
155,2005,60,710,0.873737373737374,-0.7416621,74,-0.0423154,75,0.6993467,Chile,Americas,South America,Democracy
155,2006,61,710,0.862385321100917,-0.8871786,90,-0.01346626,92,0.87371234,Chile,Americas,South America,Democracy
155,2007,62,710,0.864130434782609,-0.6300299,78,0.002873439,79,0.632903339,Chile,Americas,South America,Democracy
155,2008,63,710,0.801075268817204,-0.6653521,74,-7.600565e-4,75,0.6645920435,Chile,Americas,South America,Democracy
155,2009,64,710,0.882352941176471,-0.6438248,68,-0.07678301,68,0.56704179,Chile,Americas,South America,Democracy
155,2010,65,710,0.885057471264368,-0.8758027,67,-0.1331934,68,0.7426093,Chile,Americas,South America,Democracy
155,2011,66,710,0.873684210526316,-0.744689,68,-0.1179753,68,0.6267137,Chile,Americas,South America,Democracy
155,2012,67,710,0.86046511627907,-0.8695528,67,-0.2722226,69,0.5973302,Chile,Americas,South America,Democracy
160,2000,55,710,0.835526315789474,-0.7520626,67,0.3338818,67,1.0859444,Argentina,Americas,South America,Democracy
160,2001,56,710,0.841463414634146,-0.5598295,68,0.3424713,69,0.9023008,Argentina,Americas,South America,Democracy
160,2002,57,710,0.757425742574257,-0.5309098,72,0.3628419,75,0.8937517,Argentina,Americas,South America,Democracy
160,2003,58,710,0.840659340659341,-0.9501601,75,0.2976398,76,1.2477999,Argentina,Americas,South America,Democracy
160,2004,59,710,0.847058823529412,-0.831006,71,0.1831522,72,1.0141582,Argentina,Americas,South America,Democracy
160,2005,60,710,0.853535353535353,-0.7416621,74,0.1664713,75,0.9081334,Argentina,Americas,South America,Democracy
160,2006,61,710,0.862385321100917,-0.8871786,90,0.09117795,92,0.97835655,Argentina,Americas,South America,Democracy
160,2007,62,710,0.864130434782609,-0.6300299,78,0.0467518,79,0.6767817,Argentina,Americas,South America,Democracy
160,2008,63,710,0.813829787234043,-0.6653521,74,0.06632704,76,0.73167914,Argentina,Americas,South America,Democracy
160,2009,64,710,0.892857142857143,-0.6438248,68,-0.04600367,67,0.59782113,Argentina,Americas,South America,Democracy
160,2010,65,710,0.873563218390805,-0.8758027,67,0.02649845,68,0.90230115,Argentina,Americas,South America,Democracy
160,2011,66,710,0.873684210526316,-0.744689,68,-0.05847104,68,0.68621796,Argentina,Americas,South America,Democracy
160,2012,67,710,0.86046511627907,-0.8695528,67,-0.1143471,69,0.7552057,Argentina,Americas,South America,Democracy
165,2000,55,710,0.842105263157895,-0.7520626,67,0.07073177,67,0.82279437,Uruguay,Americas,South America,Democracy
165,2001,56,710,0.865853658536585,-0.5598295,68,0.0575157,69,0.6173452,Uruguay,Americas,South America,Democracy
165,2002,57,710,0.772277227722772,-0.5309098,72,0.0665056,75,0.5974154,Uruguay,Americas,South America,Democracy
165,2003,58,710,0.869318181818182,-0.9501601,75,0.03334183,73,0.98350193,Uruguay,Americas,South America,Democracy
165,2004,59,710,0.863095238095238,-0.831006,71,0.03787247,71,0.86887847,Uruguay,Americas,South America,Democracy
165,2005,60,710,0.864583333333333,-0.7416621,74,-0.0736513,72,0.6680108,Uruguay,Americas,South America,Democracy
165,2006,61,710,0.865740740740741,-0.8871786,90,-0.07621514,91,0.81096346,Uruguay,Americas,South America,Democracy
165,2007,62,710,0.891304347826087,-0.6300299,78,-0.1505767,79,0.4794532,Uruguay,Americas,South America,Democracy
165,2008,63,710,0.833333333333333,-0.6653521,74,-0.1335989,75,0.5317532,Uruguay,Americas,South America,Democracy
165,2009,64,710,0.902439024390244,-0.6438248,68,-0.1794606,66,0.4643642,Uruguay,Americas,South America,Democracy
165,2010,65,710,0.882352941176471,-0.8758027,67,-0.1561708,66,0.7196319,Uruguay,Americas,South America,Democracy
165,2011,66,710,0.889473684210526,-0.744689,68,-0.3414467,68,0.4032423,Uruguay,Americas,South America,Democracy
165,2012,67,710,0.872093023255814,-0.8695528,67,-0.3897062,69,0.4798466,Uruguay,Americas,South America,Democracy
